ids,scores
114455,-1.8854741438394262
59353,0.7681530337199904
68154,-0.7965057508409605
81930,0.10705848393037194
32273,-1.1945780839019493
89671,-0.3600591290699053
109831,-0.5762977011164995
17868,0.3295730388423781
35278,-0.3881301362608805
3195,-1.2163748069335332
123336,-2.0842747353369337
12331,0.6749044963953704
121895,-0.004218029876779932
4162,-1.2187139662767845
47463,1.1692939532674473
106056,0.7623851340303861
50022,-2.515708460727921
38568,-0.6615098728818568
108291,0.4752968238449397
65062,-0.30640601350692026
32446,-1.1428503711683669
99521,-0.7767448752121784
110298,0.43989931453787656
57725,1.79542384075047
84049,0.20345604834889833
30118,2.1888047973779012
37296,-0.11434649234493295
12364,0.15292644720231313
26031,-0.4517276621288106
93379,-0.4800604434996149
9198,0.9615722015565487
41773,0.4530745325281316
97021,0.4468738946990163
59541,1.4335974779297271
51596,-2.048382410787654
57432,-1.347814540191829
59457,-1.602491893833109
74178,0.488395340936025
105438,0.2779519307320055
95612,0.7344492394789346
82853,1.4039391571880961
5332,-0.3217806238012956
17453,0.236948729569868
17032,-0.9175761045989698
83359,-0.6579610878279692
15927,0.2198075630010215
5225,0.1820032452323705
18108,-0.0694074773367293
37060,0.7882875195621534
91564,-0.5409426071209287
105783,0.06964168165173328
49614,2.415302583865096
15626,-0.16168923535587967
9644,2.475178642579027
78523,0.19747678546717976
26444,1.1781435041037116
116512,-0.5535235325359831
122657,-0.4057003983624167
97365,0.40765153909007207
45452,-0.326358755665214
80,0.17932599982829914
36607,-1.4073736196042184
115682,-1.5034975488001694
70543,-0.6098828954721122
63551,-0.7334453006930584
3280,-0.17179004407351522
47459,1.9572070212874528
49086,-1.0695779143429174
120353,0.39614128260726467
59309,-1.0108091494103655
86262,-1.116626500055144
24272,-1.6320307573738666
58123,-0.8055777862630105
76847,0.053152620396487466
24417,-0.16574635359205786
79998,-0.28135578433007935
54012,-0.224054337036453
29615,0.8344727879856678
2056,0.7266080102211291
87089,0.5188033522606833
30737,-0.38333159662609834
33491,1.1162778586183542
60947,1.5887217409625445
36640,-0.2266592375846636
22473,-3.020590200209842
14240,0.7256439732124648
3438,-1.0809993215479141
43595,-0.08380348464554481
118583,0.4390711591082463
14806,0.7835072658395404
32050,-0.03289380086968234
994,-0.5640080303379004
25914,-1.8810306502114837
47491,-0.5850147862813088
17558,0.10612484679760585
12293,1.0520710678371024
94534,0.8530040525537259
34791,1.4031656078753834
52014,-0.04059347661416647
55574,0.2924268193087323
107589,-0.8374989299051409
70908,1.0073149814925153
104757,0.6343701411037537
86398,1.3826184721087331
19938,-0.5349937067775752
109690,-0.575661210827004
43174,1.4354510839042038
82205,-0.05410370055126356
25820,-0.05633253389524117
37769,0.23491275305478426
88555,0.1336082185958944
47908,1.007012432713157
1533,-0.8976026045569226
43714,-0.9038408778029053
29713,-0.6840291053570579
20467,-1.2788498983802976
63068,-1.2035335976959796
100939,-0.06195753214073904
120092,0.05669190043175558
922,0.8177927338242365
105582,0.8821139646716569
4192,2.0115558835867398
81387,-0.768803501572762
84644,1.4143644402261646
38730,-1.1752890317270221
55060,0.21989711885526364
73472,-0.2193081152999387
117015,1.4064368145930781
85577,-1.4744665456151143
111397,0.5004692232044474
72788,-0.01970229236230326
120418,-0.2061458915241242
42038,0.37540636228896584
99346,-1.5325143619771506
74601,-0.03284822179982071
48335,1.2801211872310847
1035,-1.4595847041013
5094,-0.23108279373127763
2359,-0.464225769679091
76996,-0.708107418055218
86153,1.407902198356167
29110,-0.6788401927557105
20382,2.2461759599726445
95960,0.05520126042995985
33421,-0.6341298538938696
8061,-1.2713415990934505
105669,-0.9267220255381236
39381,-0.501032478973422
107744,-1.6004774465205325
21492,0.5255852363834163
114193,0.30949455405224063
42263,-0.6611820380092095
116891,-0.3394024286521668
88204,0.18294662863493613
110506,0.8718209179334381
88158,-0.2720856054911319
123432,-0.0442842131908124
43313,-0.19632173036682174
22269,1.5440056331965692
105451,-1.4559753858955367
64932,1.8466282931737523
6232,-0.44187519698194216
85232,-0.006945143080030475
92677,1.6622274185554977
20739,1.4949257203565725
60472,-0.18401430253798562
115602,0.5237410884114537
24181,0.5922277957990281
117185,-0.6572386988913069
77471,0.9132440323961568
85286,1.2519780446371958
41528,-1.637395780302028
60325,-0.1388952580473568
83755,-0.21683352001542136
13230,-1.0269208274657151
112829,-0.6644367948815352
30988,-0.06081264740698011
6941,-0.06739170478219318
90292,-0.22644646387506817
29512,-1.3048568646186833
42810,-0.5963030723542082
37754,1.136225420391583
105856,0.39731520863124065
27514,-1.5180741428507607
31215,-0.5534663360366431
68008,-0.19914824868935116
32007,-0.17812986841266884
10796,0.3494145664656105
48138,-0.5470200137898106
45834,2.841103582741083
121813,0.016222810171813682
77002,-0.12412297977194184
111372,-0.22231602980300685
77503,0.4878006890222791
58275,0.07183874979563465
17919,-0.8418277295727076
57709,-1.6239549374209339
111602,-0.38454319824908706
50384,0.4181513028667669
48644,2.809933447727791
107856,-0.405300212984042
51466,-2.1791891354905113
9931,-0.39526369598032657
12497,0.2267704637986225
102419,-0.13068786856485856
4988,-1.0556721604631647
24467,-1.7466417185236525
23180,0.9107523955691011
68875,0.026445181857838698
100259,-1.4972355791016558
94236,-1.1306884146604756
29936,-0.020806835889360248
10077,2.2755301254142415
95853,1.1072108168997794
38739,0.1391221172893072
44205,2.0840688831237077
121231,1.0462748864335203
36903,0.8370863260766137
34855,-1.5093576298254565
24169,1.6082804808826145
78472,-0.9456770873965558
31552,-1.3526367928174516
72926,-0.1153607837954102
25181,-0.5684451071592299
28921,0.9621969065776774
62945,0.11924238393261914
95218,-1.6441525783153483
26354,0.5607458958369719
32213,-0.8546129202936379
122397,2.245891005863888
61790,0.6935059271070388
66637,-0.08736079539910342
70653,-0.5414708530837118
122908,1.247686753778595
103059,-0.2700732903156735
77301,1.3289394271285067
10990,-0.5197167786455922
67832,-0.6729327804924898
85095,-0.4860701804533572
69554,-1.7386009376830687
47193,0.5011014748602491
77570,0.003935144711829327
39368,0.2771451199396176
41057,0.48924282670865327
86286,-1.6572173579385594
118172,0.597098675141066
55968,-1.3215610851979607
57527,-0.7672195575583937
98039,-0.0035910000093091333
65798,1.9659702593825887
55869,2.376068331124895
32800,0.3573086828227531
